game,turn,clay,ore,sheep,wheat,wood,roads,settlements,cities,vp,num_moves
2,10,0,1,3,0,1,2,2,0,2,1
2,14,1,1,3,0,1,2,2,0,2,14
2,18,0,1,5,0,0,3,2,0,2,6
2,22,0,1,3,0,1,3,2,0,2,6
2,26,2,1,1,0,2,3,2,0,2,82
2,30,1,1,1,0,1,4,2,0,2,10
2,34,0,1,3,0,0,5,2,0,2,1
2,38,0,1,3,0,1,5,2,0,2,1
2,42,1,2,0,0,1,5,2,0,2,14
2,46,0,2,2,0,1,6,2,0,2,1
2,50,1,2,0,0,2,6,2,0,2,60
2,54,1,2,0,0,2,7,2,0,2,60
2,58,1,2,0,0,1,8,2,0,2,10
2,62,1,3,1,0,0,9,2,0,2,1
2,66,2,3,3,0,0,9,2,0,2,1
2,70,2,0,4,0,1,9,2,0,2,26
2,74,3,0,0,0,1,10,2,0,2,69
2,78,2,1,1,0,1,11,2,0,2,7
2,82,1,2,2,0,0,12,2,0,2,1
2,86,1,2,2,0,0,12,2,0,2,1
2,90,3,3,3,0,0,12,2,0,2,1
2,94,3,3,1,0,1,12,2,0,2,11
2,98,2,3,1,0,1,13,2,0,2,5
3,3,0,0,0,0,0,0,0,0,0,51
3,5,0,0,0,0,0,1,1,0,1,27
3,10,0,3,0,1,0,2,2,0,2,1
3,14,0,4,0,1,0,2,2,0,2,6
3,18,0,5,0,1,1,2,2,0,2,13
3,22,1,2,0,2,3,2,2,0,2,17
3,26,2,3,0,4,1,2,2,0,2,197
3,30,1,2,0,3,1,3,1,1,3,7
3,34,0,6,1,2,0,4,1,1,3,16
3,38,0,3,3,0,0,4,0,2,4,1
3,42,1,3,1,0,2,4,0,2,4,13
3,46,1,5,1,0,3,5,0,2,4,26
3,50,1,5,3,0,2,6,0,2,4,14
3,54,1,1,6,0,4,6,0,2,4,156
4,4,0,0,0,0,0,0,0,0,0,36
4,5,0,0,0,0,0,1,1,0,1,36
4,11,1,1,0,0,1,2,2,0,2,14
4,15,1,2,1,0,1,2,2,0,2,9
4,19,0,2,2,0,1,3,2,0,2,1
4,23,0,3,1,0,1,3,2,0,2,14
4,27,1,1,1,1,1,3,2,0,2,15
4,31,0,1,2,1,2,4,2,0,2,1
4,35,0,2,3,2,2,4,2,0,2,1
4,39,1,3,1,2,2,4,2,0,2,43
4,43,0,3,1,3,1,5,2,0,2,3
4,47,0,0,3,1,1,5,1,1,3,1
4,51,1,0,0,1,2,5,1,1,3,15
4,55,0,1,1,3,1,6,1,1,3,18
4,59,1,1,1,3,2,6,1,1,3,18
4,63,1,2,1,3,1,7,1,1,3,21
4,67,1,0,1,5,0,8,1,1,3,12
4,71,1,3,1,5,0,8,1,1,3,39
4,75,1,2,1,3,0,8,0,2,4,1
4,79,1,2,3,3,2,8,0,2,4,15
5,3,0,0,0,0,0,0,0,0,0,51
5,5,0,0,0,0,0,1,1,0,1,30
5,10,0,1,0,0,1,2,2,0,2,1
5,14,0,1,1,1,2,2,2,0,2,1
5,18,0,2,1,1,3,2,2,0,2,1
5,22,1,3,1,1,1,2,2,0,2,16
5,26,0,3,1,1,1,3,2,0,2,1
5,30,0,3,1,1,2,3,2,0,2,1
5,34,1,0,1,2,3,3,2,0,2,19
5,38,0,1,0,2,3,3,3,0,3,1
5,42,0,1,0,4,0,3,3,0,3,6
5,46,0,4,0,2,2,3,3,0,3,52
5,50,1,1,0,0,0,3,2,1,4,6
5,54,1,2,1,1,2,3,2,1,4,8
5,58,0,3,2,2,0,4,2,1,4,8
5,62,0,3,2,0,1,4,1,2,5,1
5,66,1,1,2,1,4,4,1,2,5,19
5,70,0,3,2,3,2,5,1,2,5,30
5,74,0,9,2,4,0,5,1,2,5,48
5,78,1,2,2,2,4,5,0,3,6,18
5,82,0,2,2,2,5,6,0,3,6,2
5,86,0,2,2,2,7,6,0,3,6,12
5,90,0,4,2,5,5,6,0,3,6,32
5,94,1,4,2,7,3,6,0,3,6,32
5,98,0,6,2,3,6,7,0,3,6,3
6,1,0,0,0,0,0,0,0,0,0,72
6,8,0,0,0,0,0,1,1,0,1,8
6,9,1,0,0,0,1,2,2,0,2,8
6,13,1,1,0,1,0,3,2,0,2,1
6,17,1,1,0,1,1,3,2,0,2,9
6,21,1,1,0,1,1,4,2,0,2,10
6,25,0,1,0,3,0,5,2,0,2,1
6,29,1,1,0,0,2,5,2,0,2,16
6,33,1,1,0,1,2,6,2,0,2,11
6,37,1,2,0,1,1,7,2,0,2,11
6,41,1,2,0,2,0,8,2,0,2,1
6,45,1,2,0,3,0,8,2,0,2,1
6,49,1,3,0,4,1,8,2,0,2,100
6,53,1,0,0,3,2,9,1,1,3,10
6,57,0,1,1,0,3,10,1,1,3,16
6,61,1,1,1,1,1,10,1,1,3,17
6,65,2,1,1,2,0,11,1,1,3,1
6,69,4,1,1,2,4,11,1,1,3,938
6,73,2,2,1,2,0,15,1,1,3,1
6,77,2,3,1,2,0,15,1,1,3,2
6,81,2,0,1,3,2,15,0,2,4,78
6,85,1,0,0,4,3,15,1,2,5,82
6,89,4,1,0,2,5,15,1,2,5,804
6,93,7,1,1,4,3,15,1,2,5,1394
6,97,10,1,3,2,3,15,1,2,5,1570
7,3,0,0,0,0,0,0,0,0,0,48
7,5,0,0,0,0,0,1,1,0,1,15
7,10,0,1,1,0,1,2,2,0,2,1
7,14,0,1,2,0,1,2,2,0,2,1
7,18,1,1,0,0,1,2,2,0,2,14
7,22,0,1,3,0,0,3,2,0,2,1
7,26,0,2,1,0,0,3,2,0,2,6
7,30,1,3,1,0,1,3,2,0,2,9
7,34,1,3,4,0,1,3,2,0,2,54
7,38,0,4,2,0,0,4,2,0,2,6
7,42,0,5,1,0,0,4,2,0,2,10
7,46,0,1,3,0,1,4,2,0,2,6
7,50,1,2,4,0,2,4,2,0,2,82
7,54,1,2,3,0,1,5,2,0,2,15
7,58,0,2,0,0,1,6,2,0,2,6
7,62,0,2,3,0,1,6,2,0,2,1
7,66,1,2,0,0,1,6,2,0,2,15
7,70,1,2,1,0,1,7,2,0,2,10
7,74,0,2,3,0,0,8,2,0,2,1
8,4,0,0,0,0,0,0,0,0,0,36
8,5,0,0,0,0,0,1,1,0,1,36
8,11,1,1,1,1,0,2,2,0,2,6
8,15,1,1,3,1,0,2,2,0,2,1
8,19,1,1,3,1,0,2,2,0,2,1
8,23,1,2,3,4,0,2,2,0,2,13
8,27,1,2,4,2,1,2,2,0,2,28
8,31,1,2,3,2,0,3,2,0,2,8
8,35,1,2,3,2,0,3,2,0,2,1
8,39,2,3,1,2,0,3,2,0,2,37
8,43,2,0,0,2,1,3,1,1,3,12
8,47,1,0,3,2,1,4,1,1,3,14
8,51,0,1,1,2,0,5,1,1,3,6
8,55,1,1,2,1,0,5,1,1,3,6
8,59,1,1,0,1,1,5,1,1,3,12
8,63,0,1,1,0,1,6,1,1,3,6
8,67,0,1,3,3,1,6,1,1,3,1
8,71,1,1,3,2,1,6,1,1,3,16
8,75,0,2,0,2,0,7,1,1,3,6
9,3,0,0,0,0,0,0,0,0,0,51
9,5,0,0,0,0,0,1,1,0,1,30
9,10,0,1,3,0,0,2,2,0,2,1
9,14,1,1,0,0,1,2,2,0,2,13
9,18,0,2,2,0,0,3,2,0,2,1
9,22,0,2,3,0,1,3,2,0,2,1
9,26,1,0,3,0,1,3,2,0,2,14
9,30,2,1,1,0,1,3,2,0,2,48
9,34,1,3,3,0,0,4,2,0,2,1
9,38,1,3,1,0,1,4,2,0,2,14
9,42,1,1,1,0,0,5,2,0,2,6
9,46,1,2,2,0,0,5,2,0,2,1
9,50,2,2,0,0,0,5,2,0,2,13
9,54,2,2,1,0,0,5,2,0,2,1
9,58,2,3,2,0,1,5,2,0,2,8
9,62,2,0,2,0,2,5,2,0,2,71
9,66,1,0,6,0,1,6,2,0,2,57
9,70,0,2,4,0,0,7,2,0,2,6
9,74,1,2,2,0,1,7,2,0,2,13
9,78,0,2,0,0,2,8,2,0,2,12
9,82,0,2,1,0,3,8,2,0,2,1
9,86,0,3,4,0,3,8,2,0,2,11
9,90,0,3,5,1,1,8,2,0,2,20
9,94,1,1,7,1,1,8,2,0,2,30
9,98,0,1,6,0,1,8,3,0,3,2
10,102,1,1,7,0,1,8,3,0,3,11
10,2,0,0,0,0,0,0,0,0,0,63
10,7,0,0,0,0,0,1,1,0,1,18
10,10,1,1,0,1,1,2,2,0,2,8
10,14,1,2,0,2,0,3,2,0,2,1
10,18,1,4,0,2,0,3,2,0,2,16
10,22,2,1,0,2,0,3,1,1,3,1
10,26,3,1,1,2,1,3,1,1,3,15
10,30,4,1,1,2,3,4,1,1,3,200
10,34,1,1,2,4,0,7,1,1,3,14
10,38,2,3,3,2,1,7,1,1,3,32
10,42,2,3,0,1,1,7,2,1,4,16
10,46,2,3,0,5,0,8,2,1,4,17
10,50,3,3,0,3,1,8,2,1,4,39
10,54,4,0,0,3,1,8,1,2,5,20
10,58,3,2,2,3,1,9,1,2,5,20
10,62,2,0,2,3,4,10,1,2,5,1173
10,66,1,3,1,4,1,11,2,2,6,66
10,70,2,0,1,2,1,12,1,3,7,16
10,74,1,1,0,3,1,12,2,3,8,17
10,78,0,2,0,5,3,13,2,3,8,24
10,82,4,3,3,1,3,13,2,3,8,693
11,2,0,0,0,0,0,0,0,0,0,60
11,7,0,0,0,0,0,1,1,0,1,15
11,10,0,0,3,0,0,2,2,0,2,1
11,14,0,0,3,0,2,2,2,0,2,1
11,18,1,0,1,0,2,2,2,0,2,14
11,22,0,0,4,0,1,3,2,0,2,14
11,26,1,0,0,0,1,3,2,0,2,14
11,30,0,0,0,0,2,4,2,0,2,1
11,34,0,1,0,0,3,4,2,0,2,1
11,38,0,1,2,1,0,4,2,0,2,6
11,42,0,1,0,2,0,4,2,0,2,6
11,46,0,1,2,2,0,4,2,0,2,1
11,50,1,2,0,2,0,4,2,0,2,8
11,54,1,2,2,2,0,4,2,0,2,1
11,58,1,2,3,2,1,4,2,0,2,8
11,62,1,2,3,2,3,4,2,0,2,8
11,66,0,2,3,2,3,5,2,0,2,1
11,70,0,3,2,2,4,5,2,0,2,21
11,74,0,0,5,1,0,5,1,1,3,17
11,78,0,1,5,2,1,5,1,1,3,13
11,82,1,1,4,2,2,5,1,1,3,13
11,86,0,1,2,2,3,6,1,1,3,14
11,90,1,1,0,2,4,6,1,1,3,16
11,94,0,1,2,3,0,7,1,1,3,6
12,2,0,0,0,0,0,0,0,0,0,60
12,7,0,0,0,0,0,1,1,0,1,21
12,10,1,0,2,0,0,2,2,0,2,1
12,14,1,0,3,1,0,2,2,0,2,1
12,18,1,1,0,2,1,2,2,0,2,54
12,22,1,1,1,2,1,3,2,0,2,11
12,26,1,1,1,2,0,4,2,0,2,1
12,30,1,1,3,2,2,4,2,0,2,9
12,34,1,1,0,2,2,5,2,0,2,13
12,38,0,1,1,3,1,6,2,0,2,1
12,42,0,1,2,3,2,6,2,0,2,1
12,46,0,1,2,3,2,6,2,0,2,1
12,50,2,1,2,3,2,6,2,0,2,50
12,54,0,1,2,2,0,7,3,0,3,1
12,58,1,1,2,2,0,7,3,0,3,1
12,62,1,1,2,3,0,7,3,0,3,1
12,66,2,1,0,3,2,7,3,0,3,69
12,70,1,2,1,3,1,9,3,0,3,9
12,74,1,2,3,3,3,9,3,0,3,9
12,78,1,2,5,0,4,10,3,0,3,36
12,82,1,3,2,1,3,11,3,0,3,16
12,86,0,3,2,0,3,11,4,0,4,1
12,90,1,3,3,1,0,11,4,0,4,16
13,2,0,0,0,0,0,0,0,0,0,63
13,7,0,0,0,0,0,1,1,0,1,18
13,10,0,0,1,2,1,2,2,0,2,1
13,14,1,0,2,0,1,2,2,0,2,12
13,18,0,0,2,2,1,3,2,0,2,1
13,22,0,0,2,3,3,3,2,0,2,1
13,26,0,1,3,0,3,3,2,0,2,11
13,30,0,1,5,0,3,3,2,0,2,11
13,34,0,2,1,0,4,3,2,0,2,15
13,38,0,3,1,1,2,3,2,0,2,11
13,42,1,3,1,1,4,3,2,0,2,13
13,46,0,3,1,3,5,4,2,0,2,40
13,50,1,3,2,4,1,4,2,0,2,50
13,54,1,0,1,2,1,4,2,1,4,12
13,58,1,0,1,2,4,5,2,1,4,12
13,62,1,0,1,4,1,6,2,1,4,20
13,66,1,1,2,1,1,6,2,1,4,36
13,70,0,2,2,2,2,7,2,1,4,12
13,74,1,2,2,3,2,7,2,1,4,14
13,78,2,2,2,0,10,7,2,1,4,115
13,82,1,2,2,1,9,9,2,1,4,12
13,86,1,2,2,2,5,10,2,1,4,15
13,90,1,2,3,3,2,11,2,1,4,17
13,94,0,3,2,3,0,11,3,1,5,9
14,4,0,0,0,0,0,0,0,0,0,33
14,5,0,0,0,0,0,1,1,0,1,33
14,11,1,0,0,1,1,2,2,0,2,13
14,15,1,2,0,2,2,2,2,0,2,8
14,19,0,3,0,3,2,3,2,0,2,3
14,23,1,0,0,0,2,3,1,1,3,14
14,27,1,0,0,0,4,3,1,1,3,22
14,31,0,2,0,0,0,4,1,1,3,6
14,35,0,2,0,0,2,4,1,1,3,1
14,39,0,2,0,4,4,4,1,1,3,18
14,43,1,2,0,2,4,4,1,1,3,19
14,47,0,3,0,0,6,5,1,1,3,25
14,51,1,4,0,2,2,5,1,1,3,37
14,55,0,1,0,2,1,6,0,2,4,1
14,59,1,1,0,2,3,6,0,2,4,14
4,63,1,3,0,2,2,7,0,2,4,14
14,67,1,3,0,0,3,8,0,2,4,15
15,1,0,0,0,0,0,0,0,0,0,72
15,4,0,0,0,0,0,0,0,0,0,30
15,5,0,0,0,0,0,1,1,0,1,30
15,11,1,2,0,0,0,2,2,0,2,6
15,15,2,2,2,0,0,2,2,0,2,1
15,19,2,2,2,0,0,2,2,0,2,1
15,23,3,3,0,0,1,2,2,0,2,14
15,27,1,4,3,0,1,2,2,0,2,54
15,31,0,5,4,1,0,3,2,0,2,12
15,35,0,5,0,2,0,3,2,0,2,12
15,39,2,2,3,0,0,3,1,1,3,1
15,43,3,2,1,1,1,3,1,1,3,13
15,47,3,2,1,2,1,4,1,1,3,13
15,51,2,2,3,2,0,5,1,1,3,1
15,55,3,2,5,2,0,5,1,1,3,13
15,59,4,2,7,2,0,5,1,1,3,18
15,63,2,2,11,2,1,5,1,1,3,24
15,67,4,2,11,2,2,5,1,1,3,70
15,71,3,2,9,2,1,7,1,1,3,15
15,75,2,3,7,3,0,8,1,1,3,16
15,79,4,0,5,1,1,8,0,2,4,18
15,83,3,2,3,1,1,9,0,2,4,16
15,87,4,2,1,2,0,10,0,2,4,22
15,91,0,2,1,3,0,10,0,2,4,6
15,95,2,0,5,5,1,10,0,2,4,53
15,99,4,0,4,4,0,10,1,2,5,32
15,103,4,0,2,4,1,10,1,2,5,34
15,107,4,0,2,4,1,11,1,2,5,21
15,111,6,0,4,4,1,12,1,2,5,42
16,3,0,0,0,0,0,0,0,0,0,54
16,5,0,0,0,0,0,1,1,0,1,30
16,10,0,1,1,1,0,2,2,0,2,1
16,14,0,1,1,1,2,2,2,0,2,1
16,18,0,1,2,1,3,2,2,0,2,1
16,22,1,3,2,1,0,2,2,0,2,8
16,26,2,0,2,1,2,2,2,0,2,84
16,30,0,1,3,1,1,4,2,0,2,1
16,34,1,1,0,1,3,4,2,0,2,15
16,38,0,3,0,1,3,5,2,0,2,1
16,42,1,0,0,2,3,5,2,0,2,19
16,46,0,0,1,2,2,6,2,0,2,1
16,50,0,0,2,3,3,6,2,0,2,1
16,54,0,2,2,3,0,6,2,0,2,6
16,58,0,2,2,4,0,6,2,0,2,6
16,62,0,3,3,0,0,6,2,0,2,10
16,66,1,0,3,0,1,6,2,0,2,13
16,70,0,1,3,0,2,7,2,0,2,1
16,74,1,2,0,0,2,7,2,0,2,13
16,78,0,2,0,0,2,8,2,0,2,1
16,82,0,3,1,1,3,8,2,0,2,1
16,86,1,0,1,1,3,8,2,0,2,15
17,4,0,0,0,0,0,0,0,0,0,39
17,5,0,0,0,0,0,1,1,0,1,39
17,11,2,0,1,0,0,2,2,0,2,1
17,15,0,0,3,0,0,2,2,0,2,6
17,19,2,0,4,0,0,2,2,0,2,14
17,23,2,0,0,0,1,2,2,0,2,14
17,27,1,0,0,0,0,3,2,0,2,1
17,31,2,0,1,0,0,3,2,0,2,1
17,35,3,0,1,0,0,3,2,0,2,1
17,39,3,0,3,0,0,3,2,0,2,15
17,43,4,0,0,0,1,3,2,0,2,19
17,47,5,0,0,0,0,4,2,0,2,14
17,51,3,0,0,0,1,4,2,0,2,14
17,55,2,0,1,0,0,5,2,0,2,1
18,4,0,0,0,0,0,0,0,0,0,36
18,5,0,0,0,0,0,1,1,0,1,36
18,11,0,1,1,1,1,2,2,0,2,1
18,15,0,1,3,1,1,2,2,0,2,1
18,19,1,3,0,2,1,2,2,0,2,42
18,23,0,2,0,1,1,3,1,1,3,1
18,27,0,3,1,0,1,3,1,1,3,1
18,31,0,2,1,1,3,3,1,1,3,14
18,35,0,5,3,1,3,3,1,1,3,15
18,39,1,1,3,1,5,3,1,1,3,27
18,43,0,4,3,1,4,4,1,1,3,2
18,47,2,2,4,1,4,4,1,1,3,138
18,51,1,2,0,2,2,5,2,1,4,15
18,55,0,2,3,0,1,6,2,1,4,13
18,59,0,2,3,2,3,6,2,1,4,1
18,63,1,5,0,2,3,6,2,1,4,50
18,67,1,1,0,3,4,7,1,2,5,23
19,1,0,0,0,0,0,0,0,0,0,72
19,8,0,0,0,0,0,1,1,0,1,1
19,9,0,0,1,0,1,2,2,0,2,1
19,13,1,0,2,0,2,2,2,0,2,7
19,17,1,2,0,0,1,3,2,0,2,48
19,21,0,3,1,0,1,4,2,0,2,1
19,25,1,3,1,0,2,4,2,0,2,8
19,29,0,4,1,0,4,5,2,0,2,17
19,33,1,0,1,0,5,5,2,0,2,24
19,37,0,0,2,0,5,6,2,0,2,13
19,41,1,0,4,0,1,6,2,0,2,48
19,45,0,1,5,0,0,7,2,0,2,6
19,49,0,3,1,1,0,7,2,0,2,6
19,53,0,3,1,2,1,7,2,0,2,3
19,57,2,0,1,0,3,7,1,1,3,22
19,61,1,0,2,1,0,8,1,1,3,16
