game,turn,clay,ore,sheep,wheat,wood,roads,settlements,cities,vp,num_moves
7,73,1,3,12,24,1,4,0,2,4,35
8,3,0,0,0,0,0,0,0,0,0,51
8,6,0,0,0,0,0,1,1,0,1,30
8,10,1,0,0,1,3,2,2,0,2,9
8,14,2,0,0,1,2,3,2,0,2,37
8,18,1,0,0,1,1,4,2,0,2,9
8,22,0,0,0,1,1,5,2,0,2,1
8,26,1,0,0,1,3,5,2,0,2,10
8,30,1,0,0,1,2,6,2,0,2,10
8,34,1,0,0,2,1,7,2,0,2,10
8,38,2,0,0,3,1,7,2,0,2,10
8,42,1,1,0,0,1,8,2,0,2,66
8,46,0,1,0,1,2,9,2,0,2,1
8,50,2,1,0,1,2,9,2,0,2,67
8,54,1,1,0,2,1,10,2,0,2,11
8,58,2,1,0,2,1,11,2,0,2,11
8,62,1,1,0,3,1,12,2,0,2,12
8,66,1,1,0,0,1,13,2,0,2,16
8,70,1,1,0,1,1,14,2,0,2,10
8,74,2,1,0,1,0,15,2,0,2,1
9,2,0,0,0,0,0,0,0,0,0,63
9,6,0,0,0,0,0,1,1,0,1,21
9,9,0,1,1,1,0,2,2,0,2,1
9,13,0,1,1,3,1,2,2,0,2,1
9,17,0,1,1,3,1,2,2,0,2,1
9,21,0,1,3,3,2,2,2,0,2,1
9,25,1,2,4,1,2,2,2,0,2,28
9,29,1,3,2,1,1,3,2,0,2,17
9,33,0,5,2,3,0,4,2,0,2,10
9,37,0,3,2,4,0,4,1,1,3,11
9,41,0,0,3,2,0,4,0,2,4,6
9,45,0,2,3,6,0,4,0,2,4,6
9,49,1,2,3,10,0,4,0,2,4,10
9,53,2,2,5,14,0,4,0,2,4,26
9,57,2,4,3,15,2,4,0,2,4,518
9,61,1,6,8,15,1,5,0,2,4,112
9,65,0,6,3,24,0,6,0,2,4,14
9,69,0,4,5,24,0,6,0,2,4,14
9,73,1,4,3,24,2,6,0,2,4,32
9,77,1,4,1,28,1,7,0,2,4,29
9,81,1,4,1,28,0,8,0,2,4,24
9,85,1,6,1,28,1,8,0,2,4,20
9,89,1,2,3,28,4,9,0,2,4,22
9,93,1,2,5,28,4,9,0,2,4,68
9,97,1,0,7,32,5,10,0,2,4,37
9,101,0,0,7,36,5,11,0,2,4,24
10,1,0,0,0,0,0,0,0,0,0,72
10,8,0,0,0,0,0,1,1,0,1,1
10,9,1,0,0,1,0,2,2,0,2,1
10,13,1,0,0,1,0,2,2,0,2,1
10,17,1,1,0,1,0,2,2,0,2,13
10,21,1,1,1,1,0,2,2,0,2,13
10,25,1,1,2,1,0,2,2,0,2,1
10,29,1,1,2,1,0,2,2,0,2,1
10,33,1,2,3,1,0,2,2,0,2,1
10,37,1,2,4,1,0,2,2,0,2,13
10,41,3,2,0,1,1,2,2,0,2,13
10,45,0,2,1,2,0,3,2,0,2,6
10,49,2,2,1,2,0,3,2,0,2,1
10,53,4,2,1,2,0,3,2,0,2,8
10,57,0,2,2,4,0,3,2,0,2,8
10,61,1,2,3,1,0,3,2,0,2,6
10,65,2,2,3,5,0,3,2,0,2,12
10,69,3,3,3,1,0,3,2,0,2,1
10,73,3,4,3,1,0,3,2,0,2,12
10,77,3,1,3,1,1,3,2,0,2,11
10,81,2,1,3,1,0,4,2,0,2,1
11,1,0,0,0,0,0,0,0,0,0,72
11,8,0,0,0,0,0,1,1,0,1,1
11,9,1,1,0,0,0,2,2,0,2,1
11,13,2,2,0,0,2,2,2,0,2,37
11,17,0,3,0,0,1,4,2,0,2,1
11,21,2,3,0,0,1,4,2,0,2,10
11,25,3,3,0,0,0,5,2,0,2,1
11,29,4,1,0,0,2,5,2,0,2,456
11,33,2,2,0,0,1,7,2,0,2,10
11,37,3,3,0,0,1,7,2,0,2,9
11,41,3,3,0,0,1,8,2,0,2,9
11,45,2,3,0,0,0,9,2,0,2,1
11,49,3,3,0,0,1,9,2,0,2,8
11,53,0,3,0,1,0,10,2,0,2,6
11,57,2,0,0,1,1,10,2,0,2,14
11,61,3,1,0,1,0,11,2,0,2,1
11,65,3,2,0,1,0,11,2,0,2,1
11,69,3,1,0,1,1,11,2,0,2,10
11,73,4,1,0,1,0,12,2,0,2,6
11,77,4,1,0,1,0,12,2,0,2,6
11,81,0,4,0,1,0,12,2,0,2,8
11,85,0,6,0,1,0,12,2,0,2,6
11,89,0,2,0,2,2,12,2,0,2,10
11,93,1,3,0,1,2,12,2,0,2,11
11,1,0,0,0,0,0,0,0,0,0,72
12,8,0,0,0,0,0,1,1,0,1,1
12,9,1,0,1,0,0,2,2,0,2,1
12,13,1,1,2,0,0,2,2,0,2,1
12,17,1,2,2,0,1,2,2,0,2,9
12,21,1,2,2,0,1,3,2,0,2,10
12,25,0,2,3,0,2,4,2,0,2,1
12,29,0,2,0,0,3,4,2,0,2,15
12,33,0,2,1,0,0,4,2,0,2,6
12,37,0,3,1,0,1,4,2,0,2,1
12,41,0,3,1,1,1,4,2,0,2,1
12,45,1,3,1,1,2,4,2,0,2,9
12,49,1,3,3,1,1,5,2,0,2,10
12,53,0,3,3,2,1,6,2,0,2,3
12,57,1,0,0,2,2,6,1,1,3,68
12,61,1,2,0,2,1,7,1,1,3,18
12,65,0,3,0,2,0,8,1,1,3,7
12,69,1,2,1,2,2,8,1,1,3,15
12,73,1,2,0,1,1,8,2,1,4,12
12,77,0,0,1,1,1,8,2,1,4,16
12,81,0,0,1,1,3,8,2,1,4,1
12,85,0,2,1,1,3,8,2,1,4,1
12,89,0,2,1,3,3,8,2,1,4,1
13,1,0,0,0,0,0,0,0,0,0,72
13,8,0,0,0,0,0,1,1,0,1,1
13,9,1,0,2,0,0,2,2,0,2,1
13,13,1,0,3,0,0,2,2,0,2,1
13,17,1,0,4,0,0,2,2,0,2,14
13,21,5,0,0,1,0,2,2,0,2,18
13,25,1,0,2,1,1,2,2,0,2,14
13,29,5,0,0,1,0,3,2,0,2,19
13,33,4,0,1,2,1,3,2,0,2,16
13,37,3,1,2,0,0,4,2,0,2,16
13,41,3,1,3,0,0,4,2,0,2,1
13,45,4,1,3,0,0,4,2,0,2,6
13,49,1,1,4,0,1,4,2,0,2,30
13,53,4,1,0,1,1,5,2,0,2,20
13,57,1,1,0,2,0,6,2,0,2,15
13,61,4,1,0,2,0,6,2,0,2,6
13,65,2,2,1,2,0,6,2,0,2,18
13,69,1,3,1,2,0,6,2,0,2,20
13,73,1,0,3,0,0,6,1,1,3,1
13,77,0,0,3,0,1,6,1,1,3,6
13,81,2,1,3,1,1,6,1,1,3,127
13,85,0,1,2,2,1,6,2,1,4,6
13,89,3,1,4,2,1,6,2,1,4,71
13,93,0,1,6,4,1,7,2,1,4,29
14,3,0,0,0,0,0,0,0,0,0,51
14,6,0,0,0,0,0,1,1,0,1,24
14,10,0,1,1,1,1,2,2,0,2,1
14,14,0,3,2,1,1,2,2,0,2,1
14,18,0,3,0,1,2,2,2,0,2,16
14,22,0,3,0,3,2,2,2,0,2,3
14,26,0,3,0,3,2,2,2,0,2,3
14,30,2,5,1,3,2,2,2,0,2,314
14,34,0,0,0,1,1,3,2,1,4,6
14,38,0,0,0,1,1,3,2,1,4,1
14,42,2,2,0,2,0,3,2,1,4,1
14,46,4,2,0,4,0,3,2,1,4,19
14,50,4,5,0,0,1,3,2,1,4,41
14,54,3,1,2,4,0,4,2,1,4,2
14,58,5,1,0,3,1,4,2,1,4,101
14,62,4,7,0,3,1,5,2,1,4,86
14,66,3,2,0,2,1,6,1,2,5,15
15,3,0,0,0,0,0,0,0,0,0,51
15,6,0,0,0,0,0,1,1,0,1,27
15,10,0,1,0,1,3,2,2,0,2,1
15,14,0,1,0,2,0,2,2,0,2,6
15,18,0,1,0,2,4,2,2,0,2,6
15,22,0,3,0,2,1,2,2,0,2,16
15,26,0,0,0,0,3,2,1,1,3,1
15,30,1,1,0,0,0,2,1,1,3,6
15,34,1,2,0,2,3,2,1,1,3,8
15,38,1,2,0,2,2,3,1,1,3,15
15,42,0,4,0,0,4,4,1,1,3,25
15,46,1,0,0,0,4,4,1,1,3,19
15,50,0,0,0,1,3,5,1,1,3,14
15,54,0,2,0,5,5,5,1,1,3,27
15,58,0,3,0,7,8,5,1,1,3,52
15,62,1,3,0,7,6,5,1,1,3,52
15,66,0,0,1,5,3,6,0,2,4,28
15,70,1,4,1,9,1,6,0,2,4,41
15,74,1,2,1,11,4,7,0,2,4,32
15,78,0,2,1,7,8,8,0,2,4,28
15,82,1,8,1,7,8,8,0,2,4,38
15,86,0,8,1,8,7,9,0,2,4,41
15,90,1,10,1,6,13,9,0,2,4,38
15,94,1,8,1,6,14,10,0,2,4,43
15,98,1,8,1,6,15,11,0,2,4,48
15,102,1,4,1,6,20,12,0,2,4,56
15,106,1,6,1,8,17,13,0,2,4,59
15,110,1,6,1,8,16,14,0,2,4,58
16,2,0,0,0,0,0,0,0,0,0,63
16,6,0,0,0,0,0,1,1,0,1,24
16,9,0,0,1,0,1,2,2,0,2,1
16,13,0,0,3,0,3,2,2,0,2,1
16,17,1,0,0,0,4,2,2,0,2,17
16,21,0,1,2,0,4,3,2,0,2,6
16,25,1,1,0,0,7,3,2,0,2,24
16,29,2,1,0,0,4,3,2,0,2,69
16,33,0,1,2,0,4,5,2,0,2,6
16,37,1,1,6,0,1,5,2,0,2,26
16,41,1,1,2,0,1,6,2,0,2,14
16,45,0,1,4,0,0,7,2,0,2,1
16,49,1,1,1,0,2,7,2,0,2,8
16,53,0,1,3,0,2,8,2,0,2,1
16,57,0,1,4,0,2,8,2,0,2,13
16,61,0,1,6,0,3,8,2,0,2,13
16,65,1,1,6,0,3,8,2,0,2,13
16,69,1,1,4,0,4,9,2,0,2,16
16,73,1,1,6,0,0,10,2,0,2,15
16,77,1,1,3,1,1,10,2,0,2,33
16,81,0,2,3,0,1,10,3,0,3,1
16,85,1,3,0,0,3,10,3,0,3,10
17,3,0,0,0,0,0,0,0,0,0,51
17,6,0,0,0,0,0,1,1,0,1,27
17,10,0,0,0,2,3,2,2,0,2,1
17,14,0,0,1,2,4,2,2,0,2,6
17,18,1,0,2,3,1,2,2,0,2,14
17,22,0,0,2,3,1,3,2,0,2,1
17,26,0,0,2,3,2,3,2,0,2,1
17,30,1,0,2,4,1,3,2,0,2,25
17,34,1,0,3,3,0,3,3,0,3,1
17,38,2,0,3,3,0,3,3,0,3,1
17,42,3,0,3,3,1,3,3,0,3,13
17,46,2,0,4,3,0,4,3,0,3,13
17,50,2,0,0,3,1,4,3,0,3,13
17,54,2,0,1,0,1,5,3,0,3,48
18,3,0,0,0,0,0,0,0,0,0,51
18,6,0,0,0,0,0,1,1,0,1,30
18,10,0,0,0,3,1,2,2,0,2,1
18,14,0,0,1,3,2,2,2,0,2,1
18,18,1,0,1,3,2,2,2,0,2,9
18,22,1,1,2,1,2,2,2,0,2,86
18,26,2,1,2,1,2,3,2,0,2,52
18,30,1,1,2,2,1,4,2,0,2,11
18,34,0,1,2,2,0,5,2,0,2,1
18,38,2,1,2,3,0,5,2,0,2,1
18,42,2,1,2,3,0,5,2,0,2,1
18,46,2,1,2,3,0,5,2,0,2,1
18,50,2,1,3,0,2,5,2,0,2,330
18,54,2,1,3,1,0,7,2,0,2,1
18,58,3,1,3,2,0,7,2,0,2,1
18,62,0,2,3,3,0,7,2,0,2,6
18,66,1,2,3,1,1,7,2,0,2,13
19,4,0,0,0,0,0,0,0,0,0,36
19,5,0,0,0,0,0,1,1,0,1,36
19,12,1,0,2,0,2,2,2,0,2,7
19,16,0,1,0,0,1,3,2,0,2,13
19,20,2,1,3,0,1,3,2,0,2,8
19,24,2,1,3,0,3,3,2,0,2,29
19,28,0,1,0,1,1,5,2,0,2,14
19,32,2,1,0,1,1,5,2,0,2,9
19,36,1,1,1,1,1,6,2,0,2,12
19,40,1,1,2,1,3,6,2,0,2,12
19,44,0,1,3,1,3,7,2,0,2,1
19,48,2,1,1,2,3,7,2,0,2,644
19,52,2,1,0,2,1,8,3,0,3,9
19,56,1,1,0,2,0,9,3,0,3,1
19,60,1,1,0,2,1,9,3,0,3,8
